H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,Identity,Face Direction,Face Zone,Eye Direction,Mouth,Number of people,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,is_cheating
True,105.6882207249228,2,sheet,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-11-53.466335,1,1,1
True,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-08-15.199770,1,0,1
True,,0,,False,,1,headphone,False,,,,,,80,0-03-42.833230,0,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-37.499703,1,0,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-19.099684,1,1,1
True,,0,,False,,0,,True,right,red,right,GREEN,1.0,30,0-00-47.899978,0,1,1
False,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-09-51.633058,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-46.733228,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-51.166531,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-47.899782,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-04-03.733220,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-32.866540,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-44.299868,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-47.533227,0,1,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-09-59.199721,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-24.933071,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-32.133290,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-55.733252,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-09.066551,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-29.133208,1,1,1
True,190.41270965983338,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-04.066358,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-10-26.133042,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-30.499818,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-01-38.099954,1,1,1
False,,0,,True,44.10215414239989,1,cell phone,True,right,red,center,GREEN,1.0,25,0-09-54.466390,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-25.333042,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-14.233159,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-49.599782,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-46.433005,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-39.099675,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-47.366505,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-27.899875,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-57.899694,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-25.299905,0,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-01-47.933283,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-02-45.799923,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-57.466500,0,0,0
True,169.77926846349644,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-28.066514,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,YELLOW,1.0,35,0-09-21.566405,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-59.066611,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-34.433317,0,1,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-03-45.666562,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-09.799744,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-58.466556,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-20.866545,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-28.366542,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-05.633303,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-43.233006,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-13.033216,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-00.400000,0,0,0
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-29.966429,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-36.799871,1,1,1
True,266.32686683847726,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-41.899757,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,ORANGE,1.0,35,0-09-48.199726,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-39.166593,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-18.966462,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-53.966558,0,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-03.799803,0,1,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-01.066359,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-51.399864,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-26.099820,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-16.733130,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-13.266577,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-34.033234,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-34.233317,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-27.399820,1,1,1
True,,0,,False,,1,headphone,True,left,red,left,GREEN,1.0,30,0-01-51.733281,1,1,1
True,,0,,False,,0,,True,right,red,center,ORANGE,1.0,35,0-01-34.099956,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-56.499806,1,1,1
True,98.41239759298622,1,watch,True,,0,,True,right,red,center,GREEN,1.0,25,0-05-09.766523,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-23.266405,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-34.333206,1,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-02.933248,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-00.933193,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-11.333133,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-24.099877,1,1,1
True,,0,,False,,1,headphone,True,left,red,left,GREEN,1.0,30,0-01-20.033296,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-50.399893,0,1,1
False,,0,,False,,0,,True,left,red,left,YELLOW,1.0,40,0-05-53.533169,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-43.666451,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-03.733192,0,1,1
True,,0,,True,,0,,False,,,,,,80,0-06-53.399808,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-18.533241,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-23.966376,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-50.199865,1,1,1
False,,0,,True,,0,,True,left,red,right,GREEN,1.0,30,0-08-11.366438,1,0,1
True,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-05-42.899841,1,1,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-10-18.199712,1,0,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-57.733139,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-32.633262,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-22.066489,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-49.399698,1,1,1
True,185.06755523321746,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-14.566353,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-16.133019,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-47.833144,0,1,1
True,219.10727965998757,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-54.566334,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-42.533258,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-00.333138,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-22.933016,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-53.799975,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-40.066341,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-31.866345,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-02-03.799942,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-21.499878,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-50.166588,0,1,1
True,,0,,False,,1,headphone,False,right,red,center,GREEN,1.0,75,0-03-45.166562,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-23.633294,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-10.533301,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-00.233305,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-43.599812,0,0,0
False,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-08-32.233095,1,1,1
True,,0,,False,,0,,True,left,red,left,GREEN,1.0,30,0-05-49.299838,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-20.433073,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-42.466647,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-42.099980,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-58.966611,1,1,1
False,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-08-14.666437,1,0,1
True,105.01904589168576,1,watch,True,30.886890422961002,1,cell phone,True,right,red,center,GREEN,1.0,25,0-05-11.399855,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-04-09.966550,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-07-03.033137,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-46.166617,1,1,1
True,189.20095137181525,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-07.633023,1,1,1
True,,0,,False,,0,,True,right,red,left,GREEN,1.0,30,0-01-24.566627,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-23.033155,0,1,1
True,251.62074636245717,2,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-58.533083,1,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-06-00.633166,1,0,1
True,,0,,True,,0,,False,left,red,center,GREEN,1.0,75,0-04-18.933213,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-37.666565,0,1,1
True,238.15961034566715,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-02.799748,1,1,1
True,128.86038956948718,1,watch,True,,0,,True,right,red,center,GREEN,1.0,25,0-05-40.033175,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-33.466344,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-39.833092,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-38.233260,0,1,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-54.133057,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-04-06.633219,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-50.999697,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-00-14.099993,0,1,1
True,231.22499864850255,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-47.799755,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,ORANGE,1.0,35,0-00-22.399990,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-28.166626,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-42.199980,0,1,1
True,,0,,True,,0,,False,,,,,,80,0-02-13.466605,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-47.799671,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-27.766654,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-00-25.699988,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-54.533280,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-17.433241,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-13.499882,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-22.466572,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-28.633013,1,1,1
True,189.805163259591,1,closedbook,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-11-07.933023,1,1,1
False,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-08-29.833096,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-03.933220,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-35.566483,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-46.233284,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-39.566565,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-26.733265,1,1,1
True,96.64884893261792,2,sheet,False,,1,cell phone,True,left,red,center,GREEN,1.0,25,0-09-04.233080,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-33.799901,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-41.166424,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-30.433012,1,1,1
True,107.37783756436893,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-50.399753,1,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-09-33.233067,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-07-19.199796,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-42.033286,1,1,1
True,170.51979357247652,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-18.699852,0,1,1
True,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-01-45.466618,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-39.933315,0,1,1
True,,0,,True,30.4138126514911,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-26.433070,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-33.299985,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-54.066614,1,1,1
False,,0,,False,,1,headphone,False,right,red,right,YELLOW,1.0,90,0-08-06.066441,1,0,1
True,233.23807579381202,2,sheet,False,,0,,True,left,red,left,GREEN,1.0,30,0-09-05.299746,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-05.399886,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-01.033305,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-41.799925,0,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-46.333033,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,ORANGE,1.0,35,0-09-51.899725,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-58.866444,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-04.866664,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-49.933143,1,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-35.533261,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-59.033194,1,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-11.633049,1,1,1
False,,0,,True,209.2295390235327,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-27.466459,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-24.899821,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-39.866536,1,1,1
True,,0,,False,,1,headphone,True,right,red,left,GREEN,1.0,30,0-05-49.199838,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-36.333233,0,1,1
True,170.51099671282202,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-20.433184,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-38.466565,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-53.599919,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-05-50.799837,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-02-00.799944,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-56.499695,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-16.299909,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-08-18.633101,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-29.133264,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-04.599830,1,0,1
True,,0,,False,,0,,True,left,red,right,YELLOW,1.0,40,0-10-20.933045,1,0,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-53.966362,1,1,1
False,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-02-45.533256,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-45.399811,0,0,0
True,,0,,False,,0,,False,right,red,left,YELLOW,1.0,90,0-10-21.599711,1,0,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-13.766381,1,1,1
True,206.65188119153427,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-35.699844,0,1,1
False,,1,watch,True,,0,,False,,,,,,80,0-06-51.833142,1,1,1
True,,0,,False,,1,headphone,False,,,,,,80,0-03-46.633228,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-24.266544,1,1,1
True,235.79016094824652,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-22.533016,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-34.366372,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-22.366545,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-52.999892,0,1,1
False,,0,,False,,0,,False,right,red,left,GREEN,1.0,80,0-08-12.899771,1,0,1
True,144.01388821915754,1,sheet,False,,1,headphone,False,right,red,center,YELLOW,1.0,85,0-07-31.799790,1,0,1
True,164.92422502470643,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-18.133185,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-50.033171,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-00-45.566645,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-18.999796,1,1,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-45.333033,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-01-17.266631,0,1,1
True,,0,,False,,0,,True,left,red,left,GREEN,1.0,30,0-04-22.999878,1,1,1
False,,0,,False,,0,,True,left,red,left,YELLOW,1.0,40,0-10-38.766370,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-17.133074,1,0,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-35.433066,1,0,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-50.833114,1,0,1
True,132.54433220624713,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-35.933177,0,1,1
False,,0,,True,142.27438279606065,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-24.599793,1,0,1
False,,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-59.799693,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-21.799822,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-32.999873,1,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-20.566378,1,0,1
False,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-09-48.766393,1,0,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-12.899715,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-48.066365,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-57.099834,0,0,0
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-55.099695,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-45.199672,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-02-23.166600,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-01.033249,0,1,1
False,,0,,True,227.80035118497952,1,headphone,True,right,red,center,ORANGE,1.0,35,0-08-07.533107,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-04-02.033221,0,1,1
True,,0,,True,,0,,False,,,,,,80,0-07-10.766466,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-38.966593,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-20.666406,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-13.233243,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-21.733072,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-04-01.699888,0,1,1
False,,0,,False,,1,headphone,True,left,red,center,ORANGE,1.0,35,0-08-03.966442,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-10-25.399709,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-30.033236,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-17.166659,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-48.633143,1,1,1
True,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-05-14.899854,1,1,1
False,,0,,False,,0,,False,right,red,center,ORANGE,1.0,85,0-08-14.833103,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-42.399952,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-41.899674,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-52.899808,1,1,1
True,78.26237921249263,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-49.533003,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-36.633316,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-05-45.666506,0,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-41.766368,1,1,1
True,,0,,False,,0,,False,left,red,right,GREEN,1.0,80,0-04-12.833216,0,1,1
True,118.98319209031165,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-34.133317,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-07.766663,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-00-52.499976,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-55.999779,1,0,1
True,,0,,True,150.89400253157845,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-39.499786,1,0,1
True,,0,,False,,1,headphone,True,left,red,left,GREEN,1.0,30,0-00-19.333324,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-50.599809,1,1,1
True,,0,,False,,0,,True,right,red,left,GREEN,1.0,30,0-00-31.366652,0,1,1
True,119.26860441876563,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-34.066651,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-15.099742,1,0,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-10.066578,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-03.066609,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-05.166497,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-43.133006,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-35.999872,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-08-21.733100,1,1,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-44.799700,1,1,1
False,,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-19.366351,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-56.366501,0,0,0
True,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-02-40.799925,0,1,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-03-45.633228,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-27.033153,1,1,1
True,24.758836806279895,1,cell phone,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-28.199903,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-03.533304,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-31.999957,0,1,1
True,,0,,False,,0,,False,right,red,left,GREEN,1.0,80,0-06-38.099815,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-04-53.299864,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-32.933234,0,1,1
True,168.0773631397161,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-29.466513,0,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-14.733131,0,1,1
True,86.21484790916237,1,watch,False,,0,,False,,,,,,80,0-02-09.133273,1,1,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-09-59.633054,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-37.333009,1,1,1
True,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-03-27.899903,0,1,1
True,190.0,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-11.699688,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-41.566564,0,1,1
